ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy,GoldLoadTimestamp
246,ML Crankset,ML Crankset,Contoso Outdoor,None,Black,None,12,Cranksets,256.49,113.88,635.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
247,HL Crankset,HL Crankset,Contoso Outdoor,None,Black,None,12,Cranksets,404.99,179.82,575.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
248,Chain,Chain,Contoso Outdoor,None,Silver,None,11,Chains,20.24,8.99,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
249,"Touring-2000 Blue, 60","Touring-2000 Blue, 60",Contoso Outdoor,None,Blue,None,7,Touring Bikes,1214.85,755.15,12655.16,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
250,"Touring-1000 Yellow, 46","Touring-1000 Yellow, 46",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,2384.07,1481.94,11398.72,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
251,"Touring-1000 Yellow, 50","Touring-1000 Yellow, 50",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,2384.07,1481.94,11530.26,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
252,"Touring-1000 Yellow, 54","Touring-1000 Yellow, 54",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,2384.07,1481.94,11648.19,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
253,"Touring-1000 Yellow, 60","Touring-1000 Yellow, 60",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,2384.07,1481.94,11747.98,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
254,"Touring-3000 Blue, 54","Touring-3000 Blue, 54",Contoso Outdoor,None,Blue,None,7,Touring Bikes,742.35,461.44,13462.55,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
255,"Touring-3000 Blue, 58","Touring-3000 Blue, 58",Contoso Outdoor,None,Blue,None,7,Touring Bikes,742.35,461.44,13562.34,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
256,"Touring-3000 Blue, 62","Touring-3000 Blue, 62",Contoso Outdoor,None,Blue,None,7,Touring Bikes,742.35,461.44,13607.7,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
257,"Touring-3000 Yellow, 44","Touring-3000 Yellow, 44",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,742.35,461.44,13049.78,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
258,"Touring-3000 Yellow, 50","Touring-3000 Yellow, 50",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,742.35,461.44,13213.08,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
259,"Touring-3000 Yellow, 54","Touring-3000 Yellow, 54",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,742.35,461.44,13344.62,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
260,"Touring-3000 Yellow, 58","Touring-3000 Yellow, 58",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,742.35,461.44,13512.45,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
261,"Touring-3000 Yellow, 62","Touring-3000 Yellow, 62",Contoso Outdoor,None,Yellow,None,7,Touring Bikes,742.35,461.44,13607.7,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
262,"Touring-1000 Blue, 46","Touring-1000 Blue, 46",Contoso Outdoor,None,Blue,None,7,Touring Bikes,2384.07,1481.94,11398.72,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
263,"Touring-1000 Blue, 50","Touring-1000 Blue, 50",Contoso Outdoor,None,Blue,None,7,Touring Bikes,2384.07,1481.94,11530.26,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
264,"Touring-1000 Blue, 54","Touring-1000 Blue, 54",Contoso Outdoor,None,Blue,None,7,Touring Bikes,2384.07,1481.94,11648.19,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
265,"Touring-1000 Blue, 60","Touring-1000 Blue, 60",Contoso Outdoor,None,Blue,None,7,Touring Bikes,2384.07,1481.94,11747.98,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
266,"Touring-2000 Blue, 46","Touring-2000 Blue, 46",Contoso Outdoor,None,Blue,None,7,Touring Bikes,1214.85,755.15,12305.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
267,"Touring-2000 Blue, 50","Touring-2000 Blue, 50",Contoso Outdoor,None,Blue,None,7,Touring Bikes,1214.85,755.15,12437.44,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
268,"Touring-2000 Blue, 54","Touring-2000 Blue, 54",Contoso Outdoor,None,Blue,None,7,Touring Bikes,1214.85,755.15,12555.37,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
269,"Road-350-W Yellow, 40","Road-350-W Yellow, 40",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1700.99,1082.51,6962.61,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
270,"Road-350-W Yellow, 42","Road-350-W Yellow, 42",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1700.99,1082.51,7153.11,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
271,"Road-350-W Yellow, 44","Road-350-W Yellow, 44",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1700.99,1082.51,7316.41,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
272,"Road-350-W Yellow, 48","Road-350-W Yellow, 48",Contoso Outdoor,None,Yellow,None,6,Road Bikes,1700.99,1082.51,7447.95,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
273,"Road-750 Black, 58","Road-750 Black, 58",Contoso Outdoor,None,Black,None,6,Road Bikes,539.99,343.65,9430.14,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
274,"Touring-3000 Blue, 44","Touring-3000 Blue, 44",Contoso Outdoor,None,Blue,None,7,Touring Bikes,742.35,461.44,13049.78,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
275,"Touring-3000 Blue, 50","Touring-3000 Blue, 50",Contoso Outdoor,None,Blue,None,7,Touring Bikes,742.35,461.44,13213.08,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
276,"Mountain-400-W Silver, 38","Mountain-400-W Silver, 38",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,769.49,419.78,11952.1,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
277,"Mountain-400-W Silver, 40","Mountain-400-W Silver, 40",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,769.49,419.78,12142.6,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
278,"Mountain-400-W Silver, 42","Mountain-400-W Silver, 42",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,769.49,419.78,12305.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
279,"Mountain-400-W Silver, 46","Mountain-400-W Silver, 46",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,769.49,419.78,12437.44,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
280,"Mountain-500 Silver, 40","Mountain-500 Silver, 40",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,564.99,308.22,12405.69,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
281,"Mountain-500 Silver, 42","Mountain-500 Silver, 42",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,564.99,308.22,12596.19,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
282,"Mountain-500 Silver, 44","Mountain-500 Silver, 44",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,564.99,308.22,12759.49,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
283,"Mountain-500 Silver, 48","Mountain-500 Silver, 48",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,564.99,308.22,12891.03,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
284,"Mountain-500 Silver, 52","Mountain-500 Silver, 52",Contoso Outdoor,None,Silver,None,5,Mountain Bikes,564.99,308.22,13008.96,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
285,"Mountain-500 Black, 40","Mountain-500 Black, 40",Contoso Outdoor,None,Black,None,5,Mountain Bikes,539.99,294.58,12405.69,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
286,"Mountain-500 Black, 42","Mountain-500 Black, 42",Contoso Outdoor,None,Black,None,5,Mountain Bikes,539.99,294.58,12596.19,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
287,"Mountain-500 Black, 44","Mountain-500 Black, 44",Contoso Outdoor,None,Black,None,5,Mountain Bikes,539.99,294.58,12759.49,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
288,"Mountain-500 Black, 48","Mountain-500 Black, 48",Contoso Outdoor,None,Black,None,5,Mountain Bikes,539.99,294.58,12891.03,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
289,"Mountain-500 Black, 52","Mountain-500 Black, 52",Contoso Outdoor,None,Black,None,5,Mountain Bikes,539.99,294.58,13008.96,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
290,LL Bottom Bracket,LL Bottom Bracket,Contoso Outdoor,None,None,None,9,Bottom Brackets,53.99,23.97,223.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
291,ML Bottom Bracket,ML Bottom Bracket,Contoso Outdoor,None,None,None,9,Bottom Brackets,101.24,44.95,168.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
292,HL Bottom Bracket,HL Bottom Bracket,Contoso Outdoor,None,None,None,9,Bottom Brackets,121.49,53.94,170.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
293,"Road-750 Black, 44","Road-750 Black, 44",Contoso Outdoor,None,Black,None,6,Road Bikes,539.99,343.65,8967.47,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
294,"Road-750 Black, 48","Road-750 Black, 48",Contoso Outdoor,None,Black,None,6,Road Bikes,539.99,343.65,9130.77,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
295,"Road-750 Black, 52","Road-750 Black, 52",Contoso Outdoor,None,Black,None,6,Road Bikes,539.99,343.65,9262.31,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
296,TrailMaster X4 Tent,TrailMaster X4 Tent,Contoso Outdoor,None,None,None,51,Tents,250.00,150.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
297,Adventurer Pro Backpack,Adventurer Pro Backpack,Contoso Outdoor,None,None,None,52,Backpacks,90.00,54.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
298,Summit Breeze Jacket,Summit Breeze Jacket,Contoso Outdoor,None,None,None,53,Hiking Clothing,120.00,72.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
299,TrekReady Hiking Boots,TrekReady Hiking Boots,Contoso Outdoor,None,None,None,54,Hiking Footwear,140.00,84.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
300,BaseCamp Folding Table,BaseCamp Folding Table,Contoso Outdoor,None,None,None,55,Camping Tables,60.00,36.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
301,EcoFire Camping Stove,EcoFire Camping Stove,Contoso Outdoor,None,None,None,56,Camping Stoves,80.00,48.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
302,CozyNights Sleeping Bag,CozyNights Sleeping Bag,Contoso Outdoor,None,None,None,57,Sleeping Bags,100.00,60.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
303,Alpine Explorer Tent,Alpine Explorer Tent,Contoso Outdoor,None,None,None,51,Tents,350.00,210.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
304,SummitClimber Backpack,SummitClimber Backpack,Contoso Outdoor,None,None,None,52,Backpacks,120.00,72.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
305,TrailBlaze Hiking Pants,TrailBlaze Hiking Pants,Contoso Outdoor,None,None,None,53,Hiking Clothing,75.00,45.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
306,TrailWalker Hiking Shoes,TrailWalker Hiking Shoes,Contoso Outdoor,None,None,None,54,Hiking Footwear,110.00,66.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
307,TrekMaster Camping Chair,TrekMaster Camping Chair,Contoso Outdoor,None,None,None,55,Camping Tables,50.00,30.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
308,PowerBurner Camping Stove,PowerBurner Camping Stove,Contoso Outdoor,None,None,None,56,Camping Stoves,100.00,60.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
309,MountainDream Sleeping Bag,MountainDream Sleeping Bag,Contoso Outdoor,None,None,None,57,Sleeping Bags,130.00,78.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
310,SkyView 2-Person Tent,SkyView 2-Person Tent,Contoso Outdoor,None,None,None,51,Tents,200.00,120.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
311,TrailLite Daypack,TrailLite Daypack,Contoso Outdoor,None,None,None,52,Backpacks,60.00,36.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
312,RainGuard Hiking Jacket,RainGuard Hiking Jacket,Contoso Outdoor,None,None,None,53,Hiking Clothing,110.00,66.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
313,TrekStar Hiking Sandals,TrekStar Hiking Sandals,Contoso Outdoor,None,None,None,54,Hiking Footwear,70.00,42.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
314,Adventure Dining Table,Adventure Dining Table,Contoso Outdoor,None,None,None,55,Camping Tables,90.00,54.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
315,CompactCook Camping Stove,CompactCook Camping Stove,Contoso Outdoor,None,None,None,56,Camping Stoves,60.00,36.00,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
501,Coffee Maker,"Programmable drip coffee maker, 12-cup capacity",Contoso Kitchen,CM-1001,Black,Model-001,201,Coffee Makers,268.13,142.25,3.74,oz,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
502,Espresso Machine,Automatic espresso machine with milk frother,Contoso Kitchen,EM-2002,Silver,Model-002,201,Coffee Makers,68.61,28.65,1.68,lb,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
503,Chef Knife,8-inch stainless steel chef's knife,Contoso Kitchen,CK-3001,Steel,Model-003,202,Cutlery,98.51,37.26,4.58,kg,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
504,Fork Set,Set of 12 dinner forks,Contoso Kitchen,FS-4001,Steel,Model-004,202,Cutlery,288.84,155.07,1.67,lb,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
505,Coffee Mug,"Ceramic mug, 16oz, set of 4",Contoso Kitchen,CMG-5001,White,Model-005,203,Cups & Mugs,56.47,38.79,2.01,oz,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
506,Serving Platter,Large porcelain serving platter,Contoso Kitchen,SP-6001,White,Model-006,204,Serving Dishes,141.82,82.36,1.86,lb,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
507,Ice Cream Bowl,"Glass ice cream bowl, set of 6",Contoso Kitchen,ICB-7001,Clear,Model-007,205,Ice Cream Dishes,15.11,9.23,3.1,oz,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
508,Mixing Bowl,"Stainless steel mixing bowl, 3 sizes",Contoso Kitchen,MB-8001,Steel,Model-008,206,Mixing Bowls,40.75,28.03,2.91,oz,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
509,Baking Pan,"Non-stick baking pan, 9x13 inch",Contoso Kitchen,BP-9001,Gray,Model-009,207,Bakeware,148.53,92.70,4.72,lb,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
510,Food Storage Set,"Plastic food storage containers, set of 10",Contoso Kitchen,FSS-10001,Clear,Model-010,208,Storage Containers,128.45,73.91,0.87,kg,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
511,Spatula,"Silicone spatula, heat resistant",Contoso Kitchen,SPT-11001,Red,Model-011,209,Cooking Utensils,207.67,80.14,2.3,kg,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
512,Measuring Cup Set,"Measuring cups, set of 5",Contoso Kitchen,MCS-12001,White,Model-012,210,Measuring Tools,135.42,54.52,1.44,oz,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
[CategoryID ] INT NOT NULL,[ParentCategoryId] NVARCHAR(100
100
MAX
100
100
6
